"07","098","Tumbaya",,
"22","042","General Roca",,
"03","098","Santa Rosa",,
"05","007","Bella Vista",,
"06","056","Gualeguaych&uacute;",,
"08","126","Sanagasta",,
"13","014","Caseros",,
"11","035","Caucete",,
"19","056","Chapaleuf&uacute;",,
"22","091","25 de Mayo",,
"03","091","Santa Mar&iacute;a",,
"09","126","Tupungato",,
"02","532","Mercedes",,
"14","098","Juan F. Ibarra",,
"20","007","Ap&oacute;stoles",,
"02","203","Coronel Su&aacute;rez",,
"15","056","Leales",-27.032778,-65.307222
"12","049","Jun&iacute;n",-32.342778,-65.208889
"12","007","Ayacucho",-32.600278,-66.127222
"12","014","Belgrano",-32.6625,-66.450833
"02","868","Villa Gesell",,
"07","021","Dr. Manuel Belgrano",,
"01","004","Comuna IV",,
"01","005","Comuna V",,
"01","009","Comuna IX",,
"01","010","Comuna X",,
"01","013","Comuna XIII",,
"02","547","Monte",,
"02","560","Moreno",,
"20","049","General Manuel Belgrano",,
"02","875","Villarino",,
"02","392","General Villegas",,
"16","063","General G&uuml;emes",,
"23","014","Deseado",,
"08","042","Chilecito ",,
"10","021","Cafayate",,
"16","028","Chacabuco",,
"02","063","Balcarce",,
"02","343","General Paz",,
"02","413","Jun&iacute;n",,
"08","014","Capital",,
"02","147","Carlos Casares",,
"24","007","R&iacute;o Grande",,
"02","217","Chascom&uacute;s",,
"10","028","Capital",,
"08","063","General Belgrano",,
"16","014","Bermejo",,
"16","140","San Fernando",,
"02","028","Almirante Brown",,
"22","035","El Cuy",,
"09","091","San Carlos ",,
"04","105","R&iacute;o Primero",,
"02","406","Hip&oacute;lito Yrigoyen",,
"18","021","Laishi ",,
"02","784","Suipacha",,
"02","574","Navarro",,
"13","119","San Lorenzo",,
"21","077","Minas",,
"09","042","La Paz ",,
"21","021","Cat&aacute;n Lil",,
"14","077","General Taboada",,
"07","077","Santa Catalina",,
"08","049","Famatina ",,
"20","084","Montecarlo",,
"02","700","Saavedra",,
"03","063","Fray Mamerto Esqui&uacute;",,
"05","154","San Miguel",,
"09","084","Rivadavia",,
"13","077","9 de Julio",,
"11","049","Iglesia",,
"14","035","Banda",,
"02","655","Punta Indio",,
"02","058","Quilmes",,
"19","126","Rancul",,
"03","056","El Alto",,
"11","133","Zonda",,
"02","707","Saladillo",,
"19","105","Marac&oacute;",,
"02","742","San Cayetano",,
"06","063","Islas del Ibicuy",,
"11","007","Albard&oacute;n",,
"19","028","Catril&oacute;",,
"16","021","Comandante Fern&aacute;ndez",,
"02","420","La Costa",,
"08","077","General Lamadrid",,
"08","084","General Ocampo",,
"02","161","Carmen de Areco",,
"14","007","Aguirre",,
"02","098","Berisso",,
"07","056","San Antonio",,
"02","434","Lan&uacute;s",,
"05","077","Itat&iacute;",,
"10","112","Met&aacute;n",,
"14","126","Ojo de Agua",,
"23","035","Lago Buenos Aires",,
"02","112","Bragado",,
"21","098","Pic&uacute;n Leuf&uacute;",,
"02","049","Azul",,
"02","077","Arrecifes",,
"13","098","San Javier",,
"02","609","Pehuaj&oacute;",,
"02","056","Bah&iacute;a Blanca",,
"08","007","Arauco",,
"02","515","Malvinas Argentinas",,
"14","119","Moreno",,
"03","021","Andalgal&aacute;",,
"17","077","Rawson",,
"02","760","San Miguel",,
"02","315","General Juan Madariaga",,
"23","007","Corpen Aike",,
"16","112","O&#039; Higgins",,
"13","021","Castellanos",,
"21","049","Huiliches",,
"17","063","M&aacute;rtires",,
"17","105","Telsen",,
"19","147","Trenel",,
"10","105","Los Andes",,
"08","028","Coronel Felipe Varela",,
"10","098","La Vi&ntilde;a",,
"02","260","Esteban Echeverr&iacute;a",,
"18","042","Pilag&aacute;s",,
"02","410","Ituzaing&oacute;",,
"24","021","Islas del Atl&aacute;ntico Sur",,
"02","539","Merlo",,
"09","119","Tunuy&aacute;n ",,
"11","070","Pocito",,
"05","070","Goya",,
"17","028","Florentino Ameghino",,
"02","154","Carlos Tejedor",,
"16","147","San Lorenzo",,
"23","021","G&uuml;er Aike",,
"03","042","Capay&aacute;n",,
"02","602","Patagones",,
"22","007","Adolfo Alsina",,
"02","469","Lincoln",,
"07","028","Humahuaca",,
"16","077","Libertad",,
"02","826","Trenque Lauquen",,
"04","042","General San Mart&iacute;n",,
"02","441","La Plata",,
"02","623","Pergamino",,
"05","133","San Cosme",,
"07","112","Yavi",,
"17","014","Cushamen",,
"16","154","Sargento Cabral",,
"02","245","Ensenada",,
"13","035","Garay",,
"16","070","Independencia",,
"09","035","Jun&iacute;n",,
"22","084","Valcheta",,
"02","553","Monte Hermoso",,
"03","007","Ambato",,
"10","070","Iruya",,
"08","056","General Angel V. Pe&ntilde;aloza",,
"16","091","Maip&uacute;",,
"02","749","San Fernando",,
"20","105","San Javier",,
"02","042","Ayacucho",,
"11","042","Chimbas",,
"02","364","General Rodr&iacute;guez",,
"05","098","Mburucuy&aacute;",,
"09","112","Santa Rosa ",,
"15","070","Monteros",-27.165,-65.497778
"15","028","Famaill&aacute;",-27.054444,-65.401944
"12","035","General Pedernera",-33.92513,-65.665283
"15","091","Simoca",-27.266667,-65.35
"12","028","Chacabuco",-32.560833,-65.244167
"12","042","Gobernador Dupuy",-34.751111,-65.253333
"02","644","Pinamar",,
"02","847","Tres Lomas",,
"04","049","Ischil&iacute;n",,
"21","056","L&aacute;car",,
"08","035","Chamical ",,
"13","007","Belgrano",,
"01","002","Comuna II",,
"01","003","Comuna III",,
"01","006","Comuna VI",,
"01","008","Comuna VIII",,
"01","011","Comuna XI",,
"01","012","Comuna XII",,
"01","015","Comuna XV",,
"05","035","Curuz&uacute; Cuati&aacute;",,
"02","329","General Las Heras",,
"08","112","Rosario Vera Pe&ntilde;aloza",,
"13","056","Iriondo",,
"13","105","San Jer&oacute;nimo",,
"06","098","Uruguay",,
"06","008","Col&oacute;n",,
"09","070","Maip&uacute;",,
"02","630","Pila",,
"13","049","General Obligado",,
"06","084","Paran&aacute;",,
"10","042","Chicoana",,
"22","063","Pichi Mahuida",,
"07","007","Cochinoca",,
"13","070","Las Colonias",,
"14","042","Belgrano",,
"04","154","Sobremonte",,
"02","210","Chacabuco",,
"08","119","San Blas de los Sauces",,
"07","014","El Carmen",,
"02","126","Campana",,
"02","322","General La Madrid",,
"08","091","General San Mart&iacute;n",,
"19","077","Hucal",,
"02","490","Lomas de Zamora",,
"10","063","Guachipas",,
"03","105","Tinogasta",,
"02","105","Bol&iacute;var",,
"14","154","Rivadavia",,
"20","021","Candelaria",,
"02","252","Escobar",,
"05","091","Lavalle",,
"17","007","Biedma",,
"17","021","Escalante",,
"17","091","Sarmiento ",,
"05","147","San Mart&iacute;n",,
"02","175","Col&oacute;n",,
"09","063","Luj&aacute;n de Cuyo",,
"13","084","Rosario",,
"07","035","Ledesma",,
"16","039","2 de Abril",,
"22","049","9 de Julio",,
"02","812","Tordillo",,
"17","056","Langui&ntilde;eo",,
"24","014","Ushuaia",,
"22","077","San Antonio",,
"07","042","Palpal&aacute; ",,
"11","105","Sarmiento",,
"14","091","Jim&eacute;nez",,
"17","042","Gaiman",,
"04","077","Pocho",,
"02","693","Roque P&eacute;rez",,
"02","665","Ramallo",,
"10","007","Anta",,
"19","014","Caleu Caleu",,
"06","077","Nogoy&aacute;",,
"14","070","Figueroa",,
"14","189","Sil&iacute;pica",,
"16","036","12 de Octubre",,
"05","056","General Alvear",,
"21","028","Coll&oacute;n Cur&aacute;",,
"04","021","Col&oacute;n",,
"23","049","R&iacute;o Chico",,
"02","274","Florencio Varela",,
"09","028","Guaymall&eacute;n",,
"14","182","Sarmiento",,
"17","084","R&iacute;o Senguer",,
"21","091","Pehuenches",,
"23","028","Lago Argentino",,
"10","147","Rosario de Lerma",,
"04","091","Punilla",,
"02","588","9 de Julio",,
"19","007","Atreuc&oacute;",,
"02","231","Daireaux",,
"02","568","Mor&oacute;n",,
"20","063","Iguaz&uacute;",,
"13","112","San Justo",,
"16","043","Fray Justo Santa Mar&iacute;a de Oro",,
"02","385","General Viamonte",,
"02","070","Baradero",,
"08","021","Castro Barros",,
"14","112","Mitre",,
"18","035","Pati&ntilde;o",,
"03","084","Pom&aacute;n",,
"19","140","Toay",,
"20","056","Guaran&iacute;",,
"05","014","Ber&oacute;n de Astrada",,
"19","021","Capital",,
"08","105","Independencia",,
"09","007","Capital",,
"04","035","General Roca",,
"06","042","Feliciano",,
"02","412","Jos&eacute; C. Paz",,
"02","497","Luj&aacute;n",,
"04","056","Ju&aacute;rez Celman",,
"20","119","25 de Mayo",,
"06","028","Federaci&oacute;n",,
"06","070","La Paz",,
"21","070","Los Lagos",,
"20","098","San Ignacio",,
"06","035","Federal",,
"02","084","Benito Ju&aacute;rez",,
"14","161","Robles",,
"02","196","Coronel Pringles",,
"21","014","A&ntilde;elo",,
"02","427","La Matanza",,
"02","840","Tres de Febrero",,
"09","077","Malarg&uuml;e ",,
"05","168","Santo Tom&eacute;",,
"02","648","Presidente Per&oacute;n",,
"02","270","Ezeiza",,
"22","056","&Ntilde;orquinc&oacute;",,
"13","042","General L&oacute;pez",,
"22","070","Pilcaniyeu",,
"16","056","General Donovan",,
"02","616","Pellegrini",,
"20","077","Libertador Grl. San Mart&iacute;n",,
"10","126","Or&aacute;n",,
"04","007","Calamuchita",,
"03","049","Capital",,
"02","168","Castelli",,
"02","770","San Pedro",,
"11","028","Capital",,
"02","476","Lober&iacute;a",,
"17","070","Paso de Indios",,
"14","028","Avellaneda",,
"16","161","Tapenag&aacute;",,
"02","854","25 de Mayo",,
"04","182","Uni&oacute;n",,
"21","105","Picunches",,
"13","091","San Crist&oacute;bal",,
"17","035","Futaleuf&uacute;",,
"02","189","Coronel Dorrego",,
"10","091","La Poma",,
"02","357","General Pueyrred&oacute;n",,
"02","518","Mar Chiquita",,
"21","084","&Ntilde;orqu&iacute;n",,
"05","042","Empedrado",,
"02","686","Rojas",,
"15","119","Yerba Buena",-26.821926,-65.284023
"15","063","Lules",-26.921944,-65.337778
"15","049","La Cocha",-27.771111,-65.585556
"02","525","Marcos Paz",,
"02","778","San Vicente",,
"18","014","Formosa",,
"06","091","Tala",,
"05","175","Sauce",,
"18","063","Ram&oacute;n Lista",,
"10","119","Molinos",,
"02","763","San Nicol&aacute;s",,
"01","007","Comuna VII",,
"01","014","Comuna XIV",,
"02","861","Vicente L&oacute;pez",,
"02","238","Dolores",,
"04","126","San Alberto",,
"02","735","San Antonio de Areco",,
"19","154","Utrac&aacute;n",,
"06","015","Concordia",,
"05","049","Esquina",,
"10","154","San Carlos",,
"19","112","Puel&eacute;n",,
"18","028","Matacos",,
"09","014","General Alvear ",,
"19","042","Curac&oacute;",,
"19","098","Loventu&eacute;",,
"16","133","Quitilipi",,
"02","021","Alberti",,
"20","112","San Pedro",,
"16","007","Almirante Brown",,
"02","714","Salto",,
"07","094","Tilcara",,
"18","007","Bermejo",,
"18","056","Piran&eacute;",,
"22","028","Conesa",,
"02","277","Florentino Ameghino",,
"20","035","Concepci&oacute;n ",,
"04","063","Marcos Ju&aacute;rez",,
"02","182","Coronel de Marina L. Rosales",,
"19","063","Chical Co",,
"21","063","Loncopu&eacute;",,
"06","088","San Salvador",,
"08","070","General Juan F. Quiroga",,
"02","408","Hurlingham",,
"09","021","Godoy Cruz",,
"11","126","25 de Mayo",,
"02","035","Avellaneda",,
"04","133","San Javier",,
"13","126","San Mart&iacute;n",,
"07","049","Rinconada",,
"16","084","Libertador General San Mart&iacute;n",,
"14","168","Salavina",,
"09","049","Las Heras",,
"19","084","Lihuel Calel",,
"02","287","General Alvear",,
"10","014","Cachi",,
"06","105","Victoria",,
"08","098","Vinchina",,
"02","301","General Belgrano",,
"02","505","Magdalena",,
"03","077","Pacl&iacute;n",,
"09","105","San Rafael ",,
"18","049","Pilcomayo",,
"04","070","Minas",,
"14","133","Pellegrini",,
"06","113","Villaguay",,
"07","070","Santa B&aacute;rbara",,
"02","791","Tandil",,
"15","105","Taf&iacute; Viejo",-26.734444,-65.259167
"15","021","Chicligasta",-27.345833,-65.592778
"15","077","R&iacute;o Chico",-27.431389,-65.615
"15","007","Burruyac&uacute;",-26.500278,-64.741944
"15","042","Juan Bautista Alberdi",-27.585556,-65.6175
"15","112","Trancas",-26.230833,-65.283333
"15","098","Taf&iacute; del Valle",-26.846389,-65.708889
"15","084","San Miguel de Tucum&aacute;n",-26.808285,-65.21759
"15","014","Cruz Alta",-26.928637,-64.953401
"15","035","Graneros",-27.65,-65.45
"12","056","La Capital",-33.302222,-66.336944
"12","021","Coronel Pringles",-33.053333,-65.6225
"12","063","Libertador General San Mart&iacute;n",-32.410833,-65.675556
"02","882","Z&aacute;rate",,
"01","001","Comuna I",,
